"With discount given, set us free.",رعایت دینے کے بعد، ہمیں آزاد کریں۔
"Let me compute, just hold on tight,",مجھے حساب کرنے دو، بس مضبوطی سے پکڑو،
"A price that's fair, and shining bright.",ایک قیمت جو منصفانہ ہے، اور روشن چمک رہی ہے۔
"Here is the total, the final call,",یہ ہے کل، آخری کال،
"A deal so just, embracing all.",ایک معاہدہ بہت درست، سب کو گلے لگانا۔
"Thank you kindly, your spirit's high,",آپ کا شکریہ، آپ کا جذبہ بلند ہے،
"May your Eid be blessed, reach the sky.",خدا کرے آپ کی عید بابرکت ہو، آسمان تک پہنچے۔
"Eid Mubarak to you, may joy increase,",عید مبارک آپ کو، خوشی میں اضافہ ہو،
And blessings fill your home with peace.,اور برکتیں آپ کے گھر کو امن سے بھر دیں۔
"Good day, friend, your cotton's gentle sway,",شب بخیر، دوست، آپ کے کپاس کا نرم جھولنا،
"Like summer shade, on a bright day.",جیسے گرمی کی چھاؤں، ایک روشن دن پر۔
"Eid's approaching, time is tight,",عید قریب آ رہی ہے، وقت کم ہے،
"For festive clothes, day and night.",جشن کے کپڑوں کے لئے، دن اور رات۔
"Show me your best, your patterns grand,",مجھے اپنا بہترین دکھائیں، آپ کے شاندار نمونے،
"In colors bright, across the land.",پورے ملک میں امیر رنگوں میں۔
"For my cousin, a shirt so fine,",میرے کزن کے لئے، ایک قمیض بہت عمدہ،
"With golden lace, a design divine.",سنہری لیس کے ساتھ، ایک ڈیزائن آسمانی۔
"And for my cousin, a frock so smart,",اور میرے کزن کے لئے، ایک فراک بہت سمارٹ،
"The finest style, to play his part.",بہترین انداز، اپنا کردار ادا کرنے کے لئے۔
"For myself, a shalwar kameez set,",خود کے لئے، شلوار قمیض سیٹ،
"In simple grace, no heart to start.",سادہ فضل میں، کوئی دل شروع کرنے کے لئے نہیں۔
"Your prices soar, like eagles high,",آپ کی قیمتیں بڑھتی ہیں، جیسے عقاب اونچے،
"Can they descend, beneath the sky?",کیا وہ آسمان کے نیچے آسکتے ہیں؟
"Eid's a blessing, from God above,",عید ایک نعمت ہے، خدا کی طرف سے،
"Not for budgets, to disapprove.",بجٹوں کے لئے نہیں، مسترد کرنے کے لئے نہیں۔
"Your cottons great, I must agree,",آپ کے کپاس بہت اچھے، مجھے اتفاق کرنا چاہیے،
But my savings disagree.,لیکن میری بچتیں متفق نہیں ہیں۔
"So, be generous, I humbly ask,",تو، سخی بنیں، میں عاجزی سے پوچھتا ہوں،
"A price that's fair, to save the day.",ایک قیمت جو منصفانہ ہے، دن بچانے کے لئے۔
"A small concession, if you please,",ایک چھوٹا سا رعایت، اگر آپ برا مانیں،
"To make this Eid, bring us ease.",اس عید کو بنانے کے لئے، ہمیں آسانی لائیں۔
"I'm a known face, in this place wide,",میں اس وسیع جگہ میں ایک جانا پہچانا چہرہ ہوں،
"My purchases here, with trust inside.",یہاں میری خریداری، اندر اعتماد کے ساتھ۔
"Grant me this wish, with heart so pure,",مجھے یہ خواہش عطا کریں، دل سے بہت پاک،
"And Eid's joy, will ever endure.",اور عید کی خوشی، ہمیشہ برداشت کرے گی۔
"Friend, yes, your words are sweet,",دوست، ہاں، آپ کے الفاظ میٹھے ہیں،
"A discount small, can't be beat.",ایک چھوٹا سا رعایت، شکست نہیں دی جا سکتی۔
"Our cottons cool, like morning dew,",ہمارے کپاس ٹھنڈے، صبح کی اوس کی طرح،
"With gentle touch, oh so new.",نرم لمس کے ساتھ، اوہ بہت نیا۔
"Now, tell me friend, your chosen hue,",اب، براہ کرم مجھے بتائیں دوست، آپ کا منتخب رنگ،
"Let's finalize now, me and you.",آئیے اب حتمی شکل دیں، میں اور آپ۔
"This white one here, for my cousin dear,",یہ سفید والا یہاں، میرے پیارے کزن کے لئے،
"And this blue frock, banish fear.",اور یہ نیلا فراک، خوف کو دور کریں۔
"For myself, the green, a subtle tone,",خود کے لئے، سبز، ایک لطیف لہجہ،
"Elegance pure, a beauty shown.",خالص خوبصورتی، ایک خوبصورتی دکھائی گئی۔
"And what's the price, for all you've chose?",اور آپ نے جو کچھ چنا ہے اس کے لئے قیمت کیا ہے؟
"With discount given, worries dispose.",رعایت دینے کے بعد، پریشانیوں کو دور کریں۔
"Let me compute, just wait a while,",مجھے حساب کرنے دو، بس تھوڑی دیر انتظار کرو،
"A price that's fair, with a gentle smile.",ایک قیمت جو منصفانہ ہے، ایک نرم مسکراہٹ کے ساتھ۔
"Here is the total, the final price,",یہ ہے کل، آخری قیمت،
"A deal so good, oh so nice.",ایک معاہدہ بہت اچھا، اوہ بہت اچھا۔
"Thank you kindly, your heart's so warm,",آپ کا شکریہ، آپ کا دل بہت گرم ہے،
"May your Eid be blessed, weather every storm.",خدا کرے آپ کی عید بابرکت ہو، ہر طوفان کا مقابلہ کریں۔
"Eid Mubarak to you, may joy resound,",عید مبارک آپ کو، خوشی گونج اٹھے،
And happiness in your life be found.,اور آپ کی زندگی میں خوشی مل جائے۔
"Greetings, madam, your chiffon's softest grace,",سلام، میڈم، آپ کے شفان کا نرم ترین فضل،
"Like evening clouds, in a peaceful space.",جیسے شام کے بادل، ایک پرامن جگہ میں۔
"Eid's upon us, time is near,",عید ہم پر ہے، وقت قریب ہے،
"For festive clothes, hearts hold dear.",جشن کے کپڑوں کے لئے، دل عزیز رکھتے ہیں۔
"Display your best, your patterns new,",اپنا بہترین دکھائیں، آپ کے نئے نمونے،
"In colors bright, like morning dew.",روشن رنگوں میں، صبح کی اوس کی طرح۔
"For my daughter, a frock so sweet,",میری بیٹی کے لئے، ایک فراک بہت میٹھی،
"With frills and lace, a charming view.",فرلز اور لیس کے ساتھ، ایک دلکش منظر۔
"And for my son, a sherwani smart,",اور میرے بیٹے کے لئے، ایک شیروانی سمارٹ،
"The finest style, to play his part.",بہترین انداز، اپنا کردار ادا کرنے کے لئے۔
"For myself, a kameez pajama set,",خود کے لئے، قمیض پاجامہ سیٹ،
"In simple grace, no heart to start.",سادہ فضل میں، کوئی دل شروع کرنے کے لئے نہیں۔
"Your prices soar, like eagles high,",آپ کی قیمتیں بڑھتی ہیں، جیسے عقاب اونچے،
"Can they descend, beneath the sky?",کیا وہ آسمان کے نیچے آسکتے ہیں؟
"Eid's a blessing, from God above,",عید ایک نعمت ہے، خدا کی طرف سے،
"Not for budgets, to disapprove.",بجٹوں کے لئے نہیں، مسترد کرنے کے لئے نہیں۔
"Your chiffons great, I must agree,",آپ کے شفان بہت اچھے، مجھے اتفاق کرنا چاہیے،
But my savings disagree.,لیکن میری بچتیں متفق نہیں ہیں۔
"So, be generous, I humbly ask,",تو، سخی بنیں، میں عاجزی سے پوچھتا ہوں،
"A price that's fair, to save the day.",ایک قیمت جو منصفانہ ہے، دن بچانے کے لئے۔
"A small concession, if you please,",ایک چھوٹا سا رعایت، اگر آپ برا مانیں،
"To make this Eid, bring us ease.",اس عید کو بنانے کے لئے، ہمیں آسانی لائیں۔
"I'm a known face, in this place wide,",میں اس وسیع جگہ میں ایک جانا پہچانا چہرہ ہوں،
"My purchases here, with trust inside.",یہاں میری خریداری، اندر اعتماد کے ساتھ۔
"Grant me this wish, with heart so pure,",مجھے یہ خواہش عطا کریں، دل سے بہت پاک،
"And Eid's joy, will ever endure.",اور عید کی خوشی، ہمیشہ برداشت کرے گی۔
"Madam, yes, your words are sweet,",میڈم، ہاں، آپ کے الفاظ میٹھے ہیں،
"A discount small, can't be beat.",ایک چھوٹا سا رعایت، شکست نہیں دی جا سکتی۔
"Our chiffons cool, like morning dew,",ہمارے شفان ٹھنڈے، صبح کی اوس کی طرح،
"With gentle touch, oh so new.",نرم لمس کے ساتھ، اوہ بہت نیا۔
"Now, tell me madam, your chosen hue,",اب، براہ کرم مجھے بتائیں میڈم، آپ کا منتخب رنگ،
"Let's finalize now, me and you.",آئیے اب حتمی شکل دیں، میں اور آپ۔
"This blue one here, for my daughter dear,",یہ نیلا والا یہاں، میری پیاری بیٹی کے لئے،
"And this white sherwani, banish fear.",اور یہ سفید شیروانی، خوف کو دور کریں۔
"For myself, the green, a subtle tone,",خود کے لئے، سبز، ایک لطیف لہجہ،
"Elegance pure, a beauty shown.",خالص خوبصورتی، ایک خوبصورتی دکھائی گئی۔
"And what's the price, for all you've chose?",اور آپ نے جو کچھ چنا ہے اس کے لئے قیمت کیا ہے؟
"With discount given, worries dispose.",رعایت دینے کے بعد، پریشانیوں کو دور کریں۔
"Let me compute, just wait a while,",مجھے حساب کرنے دو، بس تھوڑی دیر انتظار کرو،
"A price that's fair, with a gentle smile.",ایک قیمت جو منصفانہ ہے، ایک نرم مسکراہٹ کے ساتھ۔
"Here is the total, the final price,",یہ ہے کل، آخری قیمت،
"A deal so good, oh so nice.",ایک معاہدہ بہت اچھا، اوہ بہت اچھا۔
"Thank you kindly, your heart's so warm,",آپ کا شکریہ، آپ کا دل بہت گرم ہے،
"May your Eid be blessed, weather every storm.",خدا کرے آپ کی عید بابرکت ہو، ہر طوفان کا مقابلہ کریں۔
"Eid Mubarak to you, may joy resound,",عید مبارک آپ کو، خوشی گونج اٹھے،
And happiness in your life be found.,اور آپ کی زندگی میں خوشی مل جائے۔
"Greetings, sir, your brocade's softest gleam,",سلام، جناب، آپ کے بروکیڈ کی نرم ترین چمک،
"Like evening stars, in a tranquil dream.",جیسے شام کے ستارے، ایک پرسکون خواب میں۔
"Eid's upon us, time so near,",عید ہم پر ہے، وقت بہت قریب،
"For festive robes, year after year.",جشن کے لباس کے لئے، سال بعد سال۔
"Display your wares, your finest art,",اپنا سامان دکھائیں، اپنی بہترین نمائش،
"In colors rich, let beauty start.",امیر رنگوں میں، خوبصورتی شروع ہونے دیں۔
"For my grandson, a suit so grand,",میرے پوتے کے لئے، ایک سوٹ بہت شاندار،
"With golden threads, across the land.",پورے ملک میں سنہری دھاگوں کے ساتھ۔
"And for my granddaughter, a kurta neat,",اور میری پوتی کے لئے، ایک کرتا صاف ستھرا،
"In shades of night, a cool retreat.",رات کے رنگوں میں، ایک ٹھنڈی اعتکاف گاہ۔
"For myself, a waistcoat, velvet fine,",خود کے لئے، ایک واسکٹ، مخمل عمدہ،
"A touch of class, a style divine.",کلاس کا ایک لمس، ایک انداز آسمانی۔
"Your prices climb, like eagles soar,",آپ کی قیمتیں چڑھتی ہیں، جیسے عقاب بلند ہوتے ہیں،
"Can they descend, to earth once more?",کیا وہ ایک بار پھر زمین پر اتر سکتے ہیں؟
"Eid's a blessing, pure and true,",عید ایک نعمت ہے، خالص اور سچی،
"Not for budgets, feeling blue.",بجٹوں کے لئے نہیں، اداس محسوس کرنا۔
"Your brocades grand, I must confess,",آپ کے بروکیڈ شاندار، مجھے اعتراف کرنا چاہیے،
But my savings are in distress.,لیکن میری بچتیں پریشان ہیں۔
"So, be considerate, I humbly pray,",تو، ہمدرد بنیں، میں عاجزی سے دعا کرتا ہوں،
"A price that's just, to save the day.",ایک قیمت جو درست ہے، دن بچانے کے لئے۔
"A small concession, if you would,",ایک چھوٹا سا رعایت، اگر آپ کریں گے،
"To make this Eid, understood.",اس عید کو بنانے کے لئے، سمجھ میں آیا۔
"I'm a known face, in this place wide,",میں اس وسیع جگہ میں ایک جانا پہچانا چہرہ ہوں،
"My purchases here, with trust inside.",یہاں میری خریداری، اندر اعتماد کے ساتھ۔
"Grant me this boon, with heart so warm,",مجھے یہ نعمت عطا کریں، دل سے بہت گرم،
"And Eid's joy, weather every storm.",اور عید کی خوشی، ہر طوفان کا مقابلہ کریں۔
"Sir, indeed, your words are wise,",جناب، یقیناً، آپ کے الفاظ دانشمندانہ ہیں،
"A discount sure, before your eyes.",ایک رعایت ضرور، آپ کی آنکھوں کے سامنے۔
"Our brocades rich, of royal art,",ہمارے بروکیڈ امیر، شاہی فن کے،
"The finest weave, set apart.",بہترین بُنائی، الگ سیٹ کریں۔
"Now, tell me sir, your chosen set,",اب، مجھے بتائیں جناب، آپ کا منتخب سیٹ،
"Let's close the deal, no room for fret.",آئیے معاہدہ بند کریں، پریشانی کی کوئی گنجائش نہیں۔
"This maroon one, for my grandson dear,",یہ میرون والا، میرے پیارے پوتے کے لئے،
"And this black kurta, calm and clear.",اور یہ کالی کرتا، پرسکون اور صاف۔
"For myself, the gold, a timeless grace,",خود کے لئے، سونا، ایک لازوال فضل،
"Elegance pure, in every space.",خالص خوبصورتی، ہر جگہ میں۔
"And what's the cost, for these you see?",اور ان کے لئے قیمت کیا ہے جو آپ دیکھتے ہیں؟
"With discount given, set us free.",رعایت دینے کے بعد، ہمیں آزاد کریں۔
"Let me compute, just hold on tight,",مجھے حساب کرنے دو، بس مضبوطی سے پکڑو،
"A price that's fair, and shining bright.",ایک قیمت جو منصفانہ ہے، اور روشن چمک رہی ہے۔
"Here is the total, the final call,",یہ ہے کل، آخری کال،
"A deal so just, embracing all.",ایک معاہدہ بہت درست، سب کو گلے لگانا۔
"Thank you kindly, your spirit's high,",آپ کا شکریہ، آپ کا جذبہ بلند ہے،
"May your Eid be blessed, reach the sky.",خدا کرے آپ کی عید بابرکت ہو، آسمان تک پہنچے۔
"Eid Mubarak to you, may joy increase,",عید مبارک آپ کو، خوشی میں اضافہ ہو،
And blessings fill your home with peace.,اور برکتیں آپ کے گھر کو امن سے بھر دیں۔
"Good day, madam, your linen's gentle light,",شب بخیر، میڈم، آپ کے لنن کی نرم روشنی،
"Like moonlight soft, in the still of night.",جیسے چاندنی نرم، رات کے سکون میں۔
"Eid's approaching, moments near,",عید قریب آ رہی ہے، لمحات قریب،
"For festive clothes, banish fear.",جشن کے کپڑوں کے لئے، خوف کو دور کریں۔
"Show me your best, your patterns fine,",مجھے اپنا بہترین دکھائیں، آپ کے عمدہ نمونے،
"In colors soft, to light the way.",نرم رنگوں میں، راستہ روشن کرنے کے لئے۔
"For my niece, a saree so sweet,",میری بھتیجی کے لئے، ایک ساڑھی بہت میٹھی،
"With ribbons tied, a style complete.",ربن بندھے ہوئے، ایک مکمل انداز۔
"And for my nephew, a frock so grand,",اور میرے بھتیجے کے لئے، ایک فراک بہت شاندار،
"The finest style, in all the land.",بہترین انداز، پورے ملک میں۔
"For myself, a kurta pajama set,",خود کے لئے، کرتا پاجامہ سیٹ،
"In simple grace, no regret.",سادہ فضل میں، کوئی افسوس نہیں۔
"Your prices rise, like kites in air,",آپ کی قیمتیں چڑھتی ہیں، ہوا میں پتنگوں کی طرح،
"Can they descend, with gentle care?",کیا وہ نرم دیکھ بھال کے ساتھ اتر سکتے ہیں؟
"Eid's a blessing, from heavens high,",عید ایک نعمت ہے، آسمانوں سے اونچی،
"Not for budgets, to deny.",بجٹوں کے لئے نہیں، انکار کرنے کے لئے۔
"Your linens fine, I must agree,",آپ کے لنن عمدہ، مجھے اتفاق کرنا چاہیے،
But my savings disagree.,لیکن میری بچتیں متفق نہیں ہیں۔
"So, be generous, I humbly plead,",تو، سخی بنیں، میں عاجزی سے التجا کرتا ہوں،
"A price that's fair, to save the day.",ایک قیمت جو منصفانہ ہے، دن بچانے کے لئے۔
"A small discount, if you agree,",ایک چھوٹا سا رعایت، اگر آپ متفق ہوں،
"To make this purchase, joyful be.",اس خریداری کو کرنے کے لئے، خوشگوار بنیں۔
"I'm a known face, you know me well,",میں ایک جانا پہچانا چہرہ ہوں، آپ مجھے اچھی طرح جانتے ہیں،
"My custom here, stories tell.",یہاں میرا رواج، کہانیاں سناتا ہے۔
"Grant me this favor, with heart so kind,",مجھے یہ احسان عطا کریں، دل سے بہت مہربان،
"And Eid's joy, we're sure to find.",اور عید کی خوشی، ہمیں یقیناً ملے گی۔
"Madam, yes, your words are true,",میڈم، ہاں، آپ کے الفاظ سچے ہیں،
"A discount small, just for you.",ایک چھوٹا سا رعایت، صرف آپ کے لئے۔
"Our linens soft, like morning light,",ہمارے لنن نرم، صبح کی روشنی کی طرح،
"With gentle touch, oh so bright.",نرم لمس کے ساتھ، اوہ بہت روشن۔
"Now, tell me please, your chosen hue,",اب، براہ کرم مجھے بتائیں، آپ کا منتخب رنگ،
"Let's finalize now, me and you.",آئیے اب حتمی شکل دیں، میں اور آپ۔
"This cream one here, for my niece dear,",یہ کریم والا یہاں، میری پیاری بھتیجی کے لئے،
"And this blue frock, banish fear.",اور یہ نیلا فراک، خوف کو دور کریں۔
"For myself, the grey, a subtle tone,",خود کے لئے، سرمئی، ایک لطیف لہجہ،
"Elegance pure, a beauty shown.",خالص خوبصورتی، ایک خوبصورتی دکھائی گئی۔
"And what's the price, for all you've chose?",اور آپ نے جو کچھ چنا ہے اس کے لئے قیمت کیا ہے؟
"With discount given, worries dispose.",رعایت دینے کے بعد، پریشانیوں کو دور کریں۔
"Let me compute, just wait a while,",مجھے حساب کرنے دو، بس تھوڑی دیر انتظار کرو،
"A price that's fair, with a gentle smile.",ایک قیمت جو منصفانہ ہے، ایک نرم مسکراہٹ کے ساتھ۔
"Here is the total, the final price,",یہ ہے کل، آخری قیمت،
"A deal so good, oh so nice.",ایک معاہدہ بہت اچھا، اوہ بہت اچھا۔
"Thank you kindly, your heart's so warm,",آپ کا شکریہ، آپ کا دل بہت گرم ہے،
"May your Eid be blessed, weather every storm.",خدا کرے آپ کی عید بابرکت ہو، ہر طوفان کا مقابلہ کریں۔
"Eid Mubarak to you, may joy resound,",عید مبارک آپ کو، خوشی گونج اٹھے،
And happiness in your life be found.,اور آپ کی زندگی میں خوشی مل جائے۔
"Greetings, madam, your velvet's softest touch,",سلام، میڈم، آپ کے مخمل کا نرم ترین لمس،
"Like morning dew, we love so much.",جیسے صبح کی اوس، ہم بہت پیار کرتے ہیں۔
"Eid's upon us, time is fleet,",عید ہم پر ہے، وقت تیز ہے،
"For festive clothes, on every street.",ہر گلی میں جشن کے کپڑوں کے لئے۔
"Show me your best, your patterns grand,",مجھے اپنا بہترین دکھائیں، آپ کے شاندار نمونے،
"In colors bright, like skies so grand.",روشن رنگوں میں، آسمانوں کی طرح بہت شاندار۔
"For my daughter, a kameez so fine,",میری بیٹی کے لئے، ایک قمیض بہت عمدہ،
"With golden lace, a design divine.",سنہری لیس کے ساتھ، ایک ڈیزائن آسمانی۔
"And for my son, a kurta smart,",اور میرے بیٹے کے لئے، ایک کرتا سمارٹ،
"The finest style, to take a stand.",بہترین انداز، موقف اختیار کرنے کے لئے۔
"For myself, a saree, brocade fine,",خود کے لئے، ایک ساڑھی، بروکیڈ عمدہ،
"In simple grace, a heart to bind.",سادہ فضل میں، دل کو باندھنے کے لئے۔
"Your prices soar, like eagles high,",آپ کی قیمتیں بڑھتی ہیں، جیسے عقاب اونچے،
"Can they descend, beneath the sky?",کیا وہ آسمان کے نیچے آسکتے ہیں؟
"Eid's a blessing, from God above,",عید ایک نعمت ہے، خدا کی طرف سے،
"Not for budgets, to disapprove.",بجٹوں کے لئے نہیں، مسترد کرنے کے لئے نہیں۔
"Your velvets grand, I must agree,",آپ کے مخمل بہت اچھے، مجھے اتفاق کرنا چاہیے،
But my savings disagree.,لیکن میری بچتیں متفق نہیں ہیں۔
"So, be generous, I humbly ask,",تو، سخی بنیں، میں عاجزی سے پوچھتا ہوں،
"A price that's fair, to save the day.",ایک قیمت جو منصفانہ ہے، دن بچانے کے لئے۔
"A small concession, if you please,",ایک چھوٹا سا رعایت، اگر آپ برا مانیں،
"To make this Eid, bring us ease.",اس عید کو بنانے کے لئے، ہمیں آسانی لائیں۔
"I'm a known face, in this place wide,",میں اس وسیع جگہ میں ایک جانا پہچانا چہرہ ہوں،
"My purchases here, with trust inside.",یہاں میری خریداری، اندر اعتماد کے ساتھ۔
"Grant me this wish, with heart so pure,",مجھے یہ خواہش عطا کریں، دل سے بہت پاک،
"And Eid's joy, will ever endure.",اور عید کی خوشی، ہمیشہ برداشت کرے گی۔
"Madam, yes, your words are sweet,",میڈم، ہاں، آپ کے الفاظ میٹھے ہیں،
"A discount small, can't be beat.",ایک چھوٹا سا رعایت، شکست نہیں دی جا سکتی۔
"Our velvets cool, like morning dew,",ہمارے مخمل ٹھنڈے، صبح کی اوس کی طرح،
"With gentle touch, oh so new.",نرم لمس کے ساتھ، اوہ بہت نیا۔
"Now, tell me madam, your chosen hue,",اب، براہ کرم مجھے بتائیں میڈم، آپ کا منتخب رنگ،
"Let's finalize now, me and you.",آئیے اب حتمی شکل دیں، میں اور آپ۔
"This white one here, for my daughter dear,",یہ سفید والا یہاں، میری پیاری بیٹی کے لئے،
"And this blue sherwani, banish fear.",اور یہ سفید شیروانی، خوف کو دور کریں۔
"For myself, the green, a subtle tone,",خود کے لئے، سبز، ایک لطیف لہجہ،
"Elegance pure, a beauty shown.",خالص خوبصورتی، ایک خوبصورتی دکھائی گئی۔
"And what's the price, for all you've chose?",اور آپ نے جو کچھ چنا ہے اس کے لئے قیمت کیا ہے؟
"With discount given, worries dispose.",رعایت دینے کے بعد، پریشانیوں کو دور کریں۔
"Let me compute, just wait a while,",مجھے حساب کرنے دو، بس تھوڑی دیر انتظار کرو،
"A price that's fair, with a gentle smile.",ایک قیمت جو منصفانہ ہے، ایک نرم مسکراہٹ کے ساتھ۔
"Here is the total, the final price,",یہ ہے کل، آخری قیمت،
"A deal so good, oh so nice.",ایک معاہدہ بہت اچھا، اوہ بہت اچھا۔
"Thank you kindly, your heart's so warm,",آپ کا شکریہ، آپ کا دل بہت گرم ہے،
"May your Eid be blessed, weather every storm.",خدا کرے آپ کی عید بابرکت ہو، ہر طوفان کا مقابلہ کریں۔
"Eid Mubarak to you, may joy resound,",عید مبارک آپ کو، خوشی گونج اٹھے،
And happiness in your life be found.,اور آپ کی زندگی میں خوشی مل جائے۔
"Greetings, madam, your brocade's gentle light,",سلام، میڈم، آپ کے بروکیڈ کی نرم روشنی،
"Like moonlight soft, in the still of night.",جیسے چاندنی نرم، رات کے سکون میں۔
"Eid's approaching, moments near,",عید قریب آ رہی ہے، لمحات قریب،
"For festive clothes, banish fear.",جشن کے کپڑوں کے لئے، خوف کو دور کریں۔
"Show me your best, your patterns fine,",مجھے اپنا بہترین دکھائیں، آپ کے عمدہ نمونے،
"In colors soft, to light the way.",نرم رنگوں میں، راستہ روشن کرنے کے لئے۔
"For my niece, a saree so sweet,",میری بھتیجی کے لئے، ایک ساڑھی بہت میٹھی،
"With ribbons tied, a style complete.",ربن بندھے ہوئے، ایک مکمل انداز۔
"And for my nephew, a frock so grand,",اور میرے بھتیجے کے لئے، ایک فراک بہت شاندار،
"The finest style, in all the land.",بہترین انداز، پورے ملک میں۔
"For myself, a kurta pajama set,",خود کے لئے، کرتا پاجامہ سیٹ،
"In simple grace, no regret.",سادہ فضل میں، کوئی افسوس نہیں۔
"Your prices rise, like kites in air,",آپ کی قیمتیں چڑھتی ہیں، ہوا میں پتنگوں کی طرح،
"Can they descend, with gentle care?",کیا وہ نرم دیکھ بھال کے ساتھ اتر سکتے ہیں؟
"Eid's a blessing, from heavens high,",عید ایک نعمت ہے، آسمانوں سے اونچی،
"Not for budgets, to deny.",بجٹوں کے لئے نہیں، انکار کرنے کے لئے۔
"Your brocades fine, I must agree,",آپ کے بروکیڈ عمدہ، مجھے اتفاق کرنا چاہیے،
But my savings disagree.,لیکن میری بچتیں متفق نہیں ہیں۔
"So, be generous, I humbly plead,",تو، سخی بنیں، میں عاجزی سے التجا کرتا ہوں،
"A price that's fair, to save the day.",ایک قیمت جو منصفانہ ہے، دن بچانے کے لئے۔
"A small discount, if you agree,",ایک چھوٹا سا رعایت، اگر آپ متفق ہوں،
"To make this purchase, joyful be.",اس خریداری کو کرنے کے لئے، خوشگوار بنیں۔
"I'm a known face, you know me well,",میں ایک جانا پہچانا چہرہ ہوں، آپ مجھے اچھی طرح جانتے ہیں،
"My custom here, stories tell.",یہاں میرا رواج، کہانیاں سناتا ہے۔
"Grant me this favor, with heart so kind,",مجھے یہ احسان عطا کریں، دل سے بہت مہربان،
"And Eid's joy, we're sure to find.",اور عید کی خوشی، ہمیں یقیناً ملے گی۔
"Madam, yes, your words are true,",میڈم، ہاں، آپ کے الفاظ سچے ہیں،
"A discount small, just for you.",ایک چھوٹا سا رعایت، صرف آپ کے لئے۔
"Our brocades soft, like morning light,",ہمارے بروکیڈ نرم، صبح کی روشنی کی طرح،
"With gentle touch, oh so bright.",نرم لمس کے ساتھ، اوہ بہت روشن۔
"Now, tell me please, your chosen hue,",اب، براہ کرم مجھے بتائیں، آپ کا منتخب رنگ،
"Let's finalize now, me and you.",آئیے اب حتمی شکل دیں، میں اور آپ۔
"This cream one here, for my niece dear,",یہ کریم والا یہاں، میری پیاری بھتیجی کے لئے،
"And this blue frock, banish fear.",اور یہ نیلا فراک، خوف کو دور کریں۔
"For myself, the grey, a subtle tone,",خود کے لئے، سرمئی، ایک لطیف لہجہ،
"Elegance pure, a beauty shown.",خالص خوبصورتی، ایک خوبصورتی دکھائی گئی۔
"And what's the price, for all you've chose?",اور آپ نے جو کچھ چنا ہے اس کے لئے قیمت کیا ہے؟
"With discount given, worries dispose.",رعایت دینے کے بعد، پریشانیوں کو دور کریں۔
"Let me compute, just wait a while,",مجھے حساب کرنے دو، بس تھوڑی دیر انتظار کرو،
"A price that's fair, with a gentle smile.",ایک قیمت جو منصفانہ ہے، ایک نرم مسکراہٹ کے ساتھ۔
"Here is the total, the final price,",یہ ہے کل، آخری قیمت،
"A deal so good, oh so nice.",ایک معاہدہ بہت اچھا، اوہ بہت اچھا۔
"Thank you kindly, your heart's so warm,",آپ کا شکریہ، آپ کا دل بہت گرم ہے،
"May your Eid be blessed, weather every storm.",خدا کرے آپ کی عید بابرکت ہو، ہر طوفان کا مقابلہ کریں۔
"Eid Mubarak to you, may joy resound,",عید مبارک آپ کو، خوشی گونج اٹھے،
And happiness in your life be found.,اور آپ کی زندگی میں خوشی مل جائے۔
"Greetings, madam, your velvet's softest touch,",سلام، میڈم، آپ کے مخمل کا نرم ترین لمس،
"Like morning dew, we love so much.",جیسے صبح کی اوس، ہم بہت پیار کرتے ہیں۔
"Eid's upon us, time is fleet,",عید ہم پر ہے، وقت تیز ہے،
"For festive clothes, on every street.",ہر گلی میں جشن کے کپڑوں کے لئے۔
"Show me your best, your patterns grand,",مجھے اپنا بہترین دکھائیں، آپ کے شاندار نمونے،
"In colors bright, like skies so grand.",روشن رنگوں میں، آسمانوں کی طرح بہت شاندار۔
"For my daughter, a kameez so fine,",میری بیٹی کے لئے، ایک قمیض بہت عمدہ،
"With golden lace, a design divine.",سنہری لیس کے ساتھ، ایک ڈیزائن آسمانی۔
"And for my son, a kurta smart,",اور میرے بیٹے کے لئے، ایک کرتا سمارٹ،
"The finest style, to take a stand.",بہترین انداز، موقف اختیار کرنے کے لئے۔
"For myself, a saree, brocade fine,",خود کے لئے، ایک ساڑھی، بروکیڈ عمدہ،
"In simple grace, a heart to bind.",سادہ فضل میں، دل کو باندھنے کے لئے۔
"Your prices soar, like eagles high,",آپ کی قیمتیں بڑھتی ہیں، جیسے عقاب اونچے،
"Can they descend, beneath the sky?",کیا وہ آسمان کے نیچے آسکتے ہیں؟
"Eid's a blessing, from God above,",عید ایک نعمت ہے، خدا کی طرف سے،
"Not for budgets, to disapprove.",بجٹوں کے لئے نہیں، مسترد کرنے کے لئے نہیں۔
"Your velvets grand, I must agree,",آپ کے مخمل بہت اچھے، مجھے اتفاق کرنا چاہیے،
But my savings disagree.,لیکن میری بچتیں متفق نہیں ہیں۔
"So, be generous, I humbly ask,",تو، سخی بنیں، میں عاجزی سے پوچھتا ہوں،
"A price that's fair, to save the day.",ایک قیمت جو منصفانہ ہے، دن بچانے کے لئے۔
"A small concession, if you please,",ایک چھوٹا سا رعایت، اگر آپ برا مانیں،
"To make this Eid, bring us ease.",اس عید کو بنانے کے لئے، ہمیں آسانی لائیں۔
"I'm a known face, in this place wide,",میں اس وسیع جگہ میں ایک جانا پہچانا چہرہ ہوں،
"My purchases here, with trust inside.",یہاں میری خریداری، اندر اعتماد کے ساتھ۔
